Year,GlobalTempAnomaly,CO2Concentration,OceanHeatContent,SeaLevelRise
1997.33698630137,0.449,363.6,32.45,44.14
1997.3397260273973,0.433,363.57,32.43,44.14
1997.3424657534247,0.434,363.62,32.45,44.14
1997.345205479452,0.473,363.62,32.46,44.15
1997.3479452054794,0.457,363.57,32.43,44.15
1997.3506849315067,0.455,363.53,32.47,44.15
1997.3534246575343,0.448,363.56,32.45,44.15
1997.3561643835617,0.464,363.55,32.47,44.16
1997.358904109589,0.449,363.58,32.46,44.16
1997.3616438356164,0.472,363.65,32.47,44.16
1997.3643835616438,0.459,363.6,32.43,44.16
1997.3671232876711,0.486,363.58,32.46,44.17
1997.3698630136987,0.471,363.58,32.44,44.17
1997.372602739726,0.451,363.64,32.46,44.17
1997.3753424657534,0.476,363.58,32.45,44.18
1997.3780821917808,0.433,363.68,32.46,44.18
1997.3808219178081,0.452,363.53,32.46,44.18
1997.3835616438357,0.431,363.61,32.44,44.18
1997.386301369863,0.486,363.52,32.45,44.19
1997.3890410958904,0.45,363.57,32.46,44.19
1997.3917808219178,0.486,363.62,32.45,44.19
1997.3945205479451,0.459,363.53,32.45,44.19
1997.3972602739725,0.442,363.64,32.45,44.2
1997.4,0.445,363.58,32.45,44.2
1997.4027397260274,0.426,363.56,32.44,44.2
1997.4054794520548,0.442,363.63,32.45,44.21
1997.4082191780822,0.459,363.66,32.45,44.21
1997.4109589041095,0.469,363.74,32.51,44.21
1997.4136986301369,0.463,363.74,32.5,44.21
1997.4164383561645,0.453,363.83,32.49,44.22
1997.4191780821918,0.473,363.67,32.49,44.22
1997.4219178082192,0.487,363.75,32.5,44.22
1997.4246575342465,0.452,363.68,32.51,44.22
1997.427397260274,0.455,363.71,32.51,44.23
1997.4301369863015,0.465,363.67,32.5,44.23
1997.4328767123288,0.463,363.77,32.49,44.23
1997.4356164383562,0.458,363.65,32.49,44.24
1997.4383561643835,0.45,363.7,32.49,44.24
1997.441095890411,0.464,363.78,32.47,44.24
1997.4438356164383,0.478,363.72,32.49,44.24
1997.4465753424658,0.448,363.69,32.5,44.25
1997.4493150684932,0.478,363.74,32.52,44.25
1997.4520547945206,0.447,363.68,32.52,44.25
1997.454794520548,0.438,363.72,32.49,44.25
1997.4575342465753,0.486,363.67,32.49,44.26
1997.4602739726026,0.461,363.76,32.49,44.26
1997.4630136986302,0.452,363.68,32.49,44.26
1997.4657534246576,0.499,363.72,32.5,44.27
1997.468493150685,0.466,363.71,32.49,44.27
1997.4712328767123,0.48,363.68,32.5,44.27
1997.4739726027397,0.429,363.71,32.49,44.27
1997.4767123287672,0.416,363.68,32.51,44.28
1997.4794520547946,0.469,363.67,32.51,44.28
1997.482191780822,0.463,363.75,32.5,44.28
1997.4849315068493,0.476,363.72,32.5,44.28
1997.4876712328767,0.417,363.68,32.52,44.29
1997.490410958904,0.488,363.64,32.51,44.29
1997.4931506849316,0.43,363.74,32.56,44.29
1997.495890410959,0.456,363.66,32.55,44.3
1997.4986301369863,0.434,363.86,32.56,44.3
1997.5013698630137,0.509,363.81,32.53,44.3
1997.504109589041,0.505,363.79,32.53,44.3
1997.5068493150684,0.458,363.76,32.55,44.31
1997.509589041096,0.452,363.78,32.54,44.31
1997.5123287671233,0.481,363.74,32.56,44.31
1997.5150684931507,0.456,363.75,32.54,44.32
1997.517808219178,0.482,363.8,32.54,44.32
1997.5205479452054,0.47,363.88,32.55,44.32
1997.5232876712328,0.457,363.82,32.56,44.32
1997.5260273972603,0.478,363.77,32.55,44.33
1997.5287671232877,0.454,363.87,32.56,44.33
1997.531506849315,0.458,363.84,32.53,44.33
1997.5342465753424,0.487,363.81,32.56,44.33
1997.5369863013698,0.459,363.8,32.54,44.34
1997.5397260273974,0.452,363.85,32.56,44.34
1997.5424657534247,0.446,363.81,32.57,44.34
1997.545205479452,0.484,363.73,32.56,44.35
1997.5479452054794,0.445,363.8,32.55,44.35
1997.5506849315068,0.43,363.88,32.56,44.35
1997.5534246575342,0.478,363.75,32.57,44.35
1997.5561643835617,0.473,363.71,32.55,44.36
1997.558904109589,0.443,363.89,32.55,44.36
1997.5616438356165,0.481,363.76,32.55,44.36
1997.5643835616438,0.468,363.8,32.55,44.36
1997.5671232876712,0.461,363.87,32.57,44.37
1997.5698630136985,0.456,363.85,32.57,44.37
1997.572602739726,0.48,363.72,32.55,44.37
1997.5753424657535,0.469,363.99,32.61,44.38
1997.5780821917808,0.477,363.87,32.61,44.38
1997.5808219178082,0.439,363.9,32.59,44.38
1997.5835616438355,0.462,363.92,32.59,44.38
1997.5863013698631,0.432,363.97,32.59,44.39
1997.5890410958905,0.467,363.93,32.6,44.39
1997.5917808219178,0.505,363.91,32.6,44.39
1997.5945205479452,0.5,363.93,32.58,44.39
1997.5972602739726,0.438,363.83,32.61,44.4
1997.6,0.462,363.96,32.6,44.4
1997.6027397260275,0.462,363.84,32.58,44.4
1997.6054794520549,0.444,363.89,32.6,44.41
1997.6082191780822,0.464,363.94,32.59,44.41
1997.6109589041096,0.464,363.85,32.6,44.41
1997.613698630137,0.469,363.87,32.6,44.41
1997.6164383561643,0.433,363.89,32.61,44.42
1997.6191780821919,0.489,363.88,32.6,44.42
1997.6219178082192,0.429,363.85,32.59,44.42
1997.6246575342466,0.514,363.81,32.6,44.42
1997.627397260274,0.486,364.03,32.6,44.43
1997.6301369863013,0.469,363.89,32.6,44.43
1997.6328767123289,0.459,363.91,32.6,44.43
1997.6356164383562,0.472,363.91,32.59,44.44
1997.6383561643836,0.453,363.95,32.6,44.44
1997.641095890411,0.47,363.89,32.61,44.44
1997.6438356164383,0.482,363.92,32.59,44.44
1997.6465753424657,0.457,363.9,32.59,44.45
1997.6493150684933,0.48,363.83,32.59,44.45
1997.6520547945206,0.417,363.84,32.61,44.45
1997.654794520548,0.449,363.87,32.61,44.45
1997.6575342465753,0.442,363.98,32.65,44.46
1997.6602739726027,0.448,364.03,32.64,44.46
1997.66301369863,0.438,364.05,32.65,44.46
1997.6657534246576,0.439,364.03,32.66,44.47
1997.668493150685,0.475,364.07,32.66,44.47
1997.6712328767123,0.428,364.04,32.67,44.47
1997.6739726027397,0.45,364.07,32.64,44.47
1997.676712328767,0.48,363.98,32.63,44.48
1997.6794520547944,0.443,363.94,32.64,44.48
1997.682191780822,0.465,364.06,32.66,44.48
1997.6849315068494,0.46,364.01,32.65,44.48
1997.6876712328767,0.478,364.02,32.64,44.49
1997.690410958904,0.469,364.06,32.67,44.49
1997.6931506849314,0.447,364.02,32.64,44.49
1997.695890410959,0.44,363.96,32.66,44.5
1997.6986301369864,0.453,364.03,32.65,44.5
1997.7013698630137,0.455,363.99,32.65,44.5
1997.704109589041,0.469,364.0,32.65,44.5
1997.7068493150684,0.457,364.0,32.64,44.51
1997.7095890410958,0.474,363.95,32.65,44.51
1997.7123287671234,0.473,363.96,32.66,44.51
1997.7150684931507,0.48,364.0,32.65,44.52
1997.717808219178,0.456,364.0,32.64,44.52
1997.7205479452055,0.46,364.13,32.66,44.52
1997.7232876712328,0.457,363.94,32.65,44.52
1997.7260273972602,0.464,364.09,32.67,44.53
1997.7287671232878,0.454,363.91,32.65,44.53
1997.731506849315,0.454,363.95,32.63,44.53
1997.7342465753425,0.494,363.97,32.66,44.53
1997.7369863013698,0.483,364.0,32.65,44.54
1997.7397260273972,0.463,364.15,32.69,44.54
1997.7424657534248,0.489,364.11,32.7,44.54
1997.7452054794521,0.454,364.06,32.7,44.55
1997.7479452054795,0.472,364.09,32.69,44.55
1997.7506849315068,0.471,364.16,32.7,44.55
1997.7534246575342,0.467,364.12,32.7,44.55
1997.7561643835616,0.521,364.1,32.71,44.56
1997.7589041095891,0.451,364.22,32.7,44.56
1997.7616438356165,0.44,364.16,32.7,44.56
1997.7643835616439,0.46,364.14,32.71,44.56
1997.7671232876712,0.473,364.19,32.69,44.57
1997.7698630136986,0.461,364.04,32.71,44.57
1997.772602739726,0.485,364.19,32.7,44.57
1997.7753424657535,0.441,364.16,32.69,44.58
1997.7780821917809,0.442,364.06,32.68,44.58
1997.7808219178082,0.487,364.11,32.69,44.58
1997.7835616438356,0.49,364.12,32.7,44.58
1997.786301369863,0.478,364.16,32.7,44.59
1997.7890410958903,0.45,363.97,32.71,44.59
1997.7917808219179,0.467,364.17,32.69,44.59
1997.7945205479452,0.479,364.14,32.72,44.59
1997.7972602739726,0.43,364.02,32.69,44.6
1997.8,0.477,364.14,32.7,44.6
1997.8027397260273,0.475,364.11,32.69,44.6
1997.805479452055,0.45,364.13,32.7,44.61
1997.8082191780823,0.458,364.14,32.7,44.61
1997.8109589041096,0.481,364.1,32.69,44.61
1997.813698630137,0.498,364.14,32.71,44.61
1997.8164383561643,0.461,364.17,32.69,44.62
1997.8191780821917,0.43,364.13,32.69,44.62
1997.8219178082193,0.455,364.19,32.75,44.62
1997.8246575342466,0.472,364.22,32.75,44.62
1997.827397260274,0.473,364.25,32.75,44.63
1997.8301369863013,0.481,364.13,32.74,44.63
1997.8328767123287,0.464,364.19,32.76,44.63
1997.835616438356,0.453,364.25,32.74,44.64
1997.8383561643836,0.467,364.24,32.77,44.64
1997.841095890411,0.436,364.15,32.75,44.64
1997.8438356164384,0.48,364.14,32.75,44.64
1997.8465753424657,0.456,364.2,32.77,44.65
1997.849315068493,0.478,364.25,32.77,44.65
1997.8520547945207,0.451,364.31,32.75,44.65
1997.854794520548,0.452,364.16,32.77,44.65
1997.8575342465754,0.46,364.21,32.75,44.66
1997.8602739726027,0.488,364.28,32.75,44.66
1997.86301369863,0.449,364.09,32.75,44.66
1997.8657534246574,0.462,364.15,32.72,44.67
1997.868493150685,0.444,364.22,32.75,44.67
1997.8712328767124,0.477,364.16,32.76,44.67
1997.8739726027397,0.479,364.18,32.74,44.67
1997.876712328767,0.444,364.25,32.74,44.68
1997.8794520547945,0.459,364.23,32.77,44.68
1997.8821917808218,0.448,364.18,32.76,44.68
1997.8849315068494,0.467,364.13,32.76,44.68
1997.8876712328768,0.429,364.17,32.76,44.69
1997.890410958904,0.481,364.2,32.75,44.69
1997.8931506849315,0.481,364.21,32.75,44.69
1997.8958904109588,0.465,364.19,32.76,44.7
1997.8986301369864,0.472,364.14,32.77,44.7
1997.9013698630138,0.498,364.19,32.76,44.7
1997.9041095890411,0.426,364.31,32.79,44.7
1997.9068493150685,0.477,364.3,32.78,44.71
1997.9095890410958,0.432,364.3,32.81,44.71
1997.9123287671232,0.46,364.29,32.8,44.71
1997.9150684931508,0.469,364.29,32.82,44.72
1997.9178082191781,0.494,364.36,32.81,44.72
1997.9205479452055,0.473,364.34,32.8,44.72
1997.9232876712329,0.444,364.22,32.78,44.72
1997.9260273972602,0.488,364.27,32.79,44.73
1997.9287671232876,0.439,364.33,32.79,44.73
1997.9315068493152,0.435,364.21,32.82,44.73
1997.9342465753425,0.466,364.28,32.81,44.73
1997.9369863013699,0.497,364.38,32.79,44.74
1997.9397260273972,0.432,364.31,32.81,44.74
1997.9424657534246,0.447,364.34,32.79,44.74
1997.945205479452,0.49,364.28,32.79,44.75
1997.9479452054795,0.439,364.34,32.81,44.75
1997.9506849315069,0.451,364.24,32.8,44.75
1997.9534246575342,0.456,364.3,32.8,44.75
1997.9561643835616,0.454,364.27,32.81,44.76
1997.958904109589,0.446,364.24,32.79,44.76
1997.9616438356165,0.481,364.34,32.81,44.76
1997.964383561644,0.474,364.27,32.81,44.76
1997.9671232876713,0.432,364.34,32.81,44.77
1997.9698630136986,0.481,364.3,32.81,44.77
1997.972602739726,0.45,364.32,32.79,44.77
1997.9753424657533,0.477,364.24,32.8,44.78
1997.978082191781,0.456,364.27,32.78,44.78
1997.9808219178083,0.457,364.23,32.81,44.78
1997.9835616438356,0.458,364.39,32.8,44.78
1997.986301369863,0.459,364.42,32.85,44.79
1997.9890410958903,0.519,364.29,32.79,44.79
1997.9917808219177,0.461,364.24,32.8,44.79
1997.9945205479453,0.48,364.33,32.8,44.79
1997.9972602739726,0.456,364.3,32.81,44.8
1998.0,0.462,364.37,32.8,44.8
1998.0027397260274,0.58,366.19,33.87,46.2
1998.0054794520547,0.637,366.18,33.85,46.21
1998.0082191780823,0.604,366.16,33.83,46.21
1998.0109589041097,0.634,366.13,33.84,46.21
1998.013698630137,0.619,366.13,33.87,46.21
1998.0164383561644,0.619,366.13,33.86,46.22
1998.0191780821917,0.62,366.17,33.87,46.22
1998.021917808219,0.595,366.15,33.84,46.22
1998.0246575342467,0.6,366.21,33.85,46.22
1998.027397260274,0.657,366.13,33.85,46.23
1998.0301369863014,0.579,366.17,33.84,46.23
1998.0328767123287,0.64,366.27,33.85,46.23
1998.035616438356,0.622,366.24,33.86,46.24
1998.0383561643835,0.614,366.18,33.85,46.24
1998.041095890411,0.603,366.19,33.85,46.24
1998.0438356164384,0.581,366.25,33.86,46.24
1998.0465753424658,0.636,366.19,33.85,46.25
1998.0493150684931,0.597,366.21,33.84,46.25
1998.0520547945205,0.601,366.18,33.84,46.25
1998.054794520548,0.614,366.22,33.85,46.25
1998.0575342465754,0.601,366.15,33.86,46.26
1998.0602739726028,0.61,366.22,33.85,46.26
1998.0630136986301,0.612,366.14,33.88,46.26
1998.0657534246575,0.634,366.23,33.86,46.27
1998.0684931506848,0.605,366.15,33.85,46.27
1998.0712328767124,0.603,366.2,33.83,46.27
1998.0739726027398,0.623,366.21,33.84,46.27
1998.0767123287671,0.631,366.14,33.85,46.28
1998.0794520547945,0.604,366.26,33.85,46.28
1998.0821917808219,0.603,366.23,33.9,46.28
1998.0849315068492,0.624,366.34,33.91,46.28
1998.0876712328768,0.631,366.26,33.89,46.29
1998.0904109589042,0.636,366.26,33.89,46.29
1998.0931506849315,0.633,366.23,33.91,46.29
1998.0958904109589,0.575,366.29,33.89,46.3
1998.0986301369862,0.602,366.36,33.92,46.3
1998.1013698630136,0.597,366.27,33.92,46.3
1998.1041095890412,0.605,366.29,33.89,46.3
1998.1068493150685,0.569,366.33,33.9,46.31
1998.109589041096,0.606,366.29,33.89,46.31
1998.1123287671232,0.659,366.21,33.91,46.31
1998.1150684931506,0.595,366.21,33.88,46.32
1998.1178082191782,0.611,366.24,33.9,46.32
1998.1205479452055,0.574,366.25,33.9,46.32
1998.123287671233,0.617,366.33,33.89,46.32
1998.1260273972603,0.618,366.27,33.9,46.33
1998.1287671232876,0.566,366.33,33.88,46.33
1998.131506849315,0.627,366.28,33.91,46.33
1998.1342465753426,0.644,366.35,33.9,46.33
1998.13698630137,0.609,366.25,33.89,46.34
1998.1397260273973,0.64,366.25,33.89,46.34
1998.1424657534246,0.579,366.33,33.89,46.34
1998.145205479452,0.631,366.31,33.9,46.35
1998.1479452054793,0.61,366.28,33.88,46.35
1998.150684931507,0.62,366.23,33.9,46.35
1998.1534246575343,0.601,366.34,33.89,46.35
1998.1561643835616,0.634,366.28,33.92,46.36
1998.158904109589,0.577,366.42,33.9,46.36
1998.1616438356164,0.642,366.32,33.92,46.36
1998.164383561644,0.641,366.38,33.95,46.36
1998.1671232876713,0.619,366.41,33.94,46.37
1998.1698630136987,0.599,366.38,33.95,46.37
1998.172602739726,0.596,366.42,33.95,46.37
1998.1753424657534,0.628,366.3,33.95,46.38
1998.1780821917807,0.581,366.42,33.95,46.38
1998.1808219178083,0.633,366.46,33.94,46.38
1998.1835616438357,0.636,366.43,33.96,46.38
1998.186301369863,0.581,366.47,33.95,46.39
1998.1890410958904,0.59,366.34,33.96,46.39
1998.1917808219177,0.622,366.45,33.95,46.39
1998.194520547945,0.591,366.34,33.95,46.39
1998.1972602739727,0.586,366.45,33.94,46.4
1998.2,0.604,366.36,33.95,46.4
1998.2027397260274,0.62,366.41,33.94,46.4
1998.2054794520548,0.61,366.41,33.96,46.41
1998.2082191780821,0.617,366.39,33.96,46.41
1998.2109589041097,0.597,366.41,33.96,46.41
1998.213698630137,0.63,366.43,33.95,46.41
1998.2164383561644,0.61,366.37,33.94,46.42
1998.2191780821918,0.56,366.36,33.93,46.42
1998.2219178082191,0.634,366.51,33.94,46.42
1998.2246575342465,0.637,366.3,33.96,46.42
1998.227397260274,0.616,366.32,33.95,46.43
1998.2301369863014,0.623,366.41,33.95,46.43
1998.2328767123288,0.606,366.49,33.94,46.43
1998.2356164383561,0.632,366.4,33.95,46.44
1998.2383561643835,0.618,366.45,33.95,46.44
1998.2410958904109,0.62,366.44,33.94,46.44
1998.2438356164384,0.608,366.47,33.95,46.44
1998.2465753424658,0.624,366.48,34.01,46.45
1998.2493150684932,0.627,366.61,33.97,46.45
1998.2520547945205,0.551,366.47,33.99,46.45
1998.2547945205479,0.623,366.59,34.01,46.45
1998.2575342465752,0.612,366.59,33.99,46.46
1998.2602739726028,0.607,366.44,34.0,46.46
1998.2630136986302,0.625,366.46,34.01,46.46
1998.2657534246575,0.612,366.55,34.0,46.47
1998.268493150685,0.633,366.56,34.01,46.47
1998.2712328767122,0.606,366.42,34.02,46.47
1998.2739726027398,0.6,366.55,34.0,46.47
1998.2767123287672,0.606,366.57,34.02,46.48
1998.2794520547945,0.593,366.54,34.01,46.48
1998.282191780822,0.609,366.49,33.98,46.48
1998.2849315068493,0.637,366.49,34.01,46.48
1998.2876712328766,0.581,366.5,34.0,46.49
1998.2904109589042,0.624,366.55,34.0,46.49
1998.2931506849316,0.604,366.56,33.99,46.49
1998.295890410959,0.638,366.54,33.99,46.5
1998.2986301369863,0.598,366.49,33.98,46.5
1998.3013698630136,0.582,366.48,34.01,46.5
1998.304109589041,0.615,366.44,33.98,46.5
1998.3068493150686,0.605,366.47,33.99,46.51
1998.309589041096,0.604,366.55,34.0,46.51
1998.3123287671233,0.618,366.61,33.98,46.51
1998.3150684931506,0.632,366.49,34.02,46.52
1998.317808219178,0.607,366.5,34.0,46.52
1998.3205479452056,0.596,366.52,34.0,46.52
1998.323287671233,0.598,366.49,33.99,46.52
1998.3260273972603,0.608,366.52,34.02,46.53
1998.3287671232877,0.607,366.57,34.05,46.53
1998.331506849315,0.642,366.56,34.06,46.53
1998.3342465753424,0.643,366.6,34.05,46.53
1998.33698630137,0.596,366.68,34.05,46.54
1998.3397260273973,0.617,366.58,34.04,46.54
1998.3424657534247,0.583,366.58,34.05,46.54
1998.345205479452,0.631,366.7,34.06,46.55
1998.3479452054794,0.616,366.68,34.05,46.55
1998.3506849315067,0.616,366.63,34.05,46.55
1998.3534246575343,0.621,366.67,34.06,46.55
1998.3561643835617,0.587,366.53,34.07,46.56
1998.358904109589,0.614,366.53,34.06,46.56
1998.3616438356164,0.613,366.61,34.04,46.56
1998.3643835616438,0.641,366.48,34.04,46.56
1998.3671232876711,0.574,366.64,34.05,46.57
1998.3698630136987,0.592,366.6,34.05,46.57
1998.372602739726,0.603,366.55,34.06,46.57
1998.3753424657534,0.619,366.56,34.04,46.58
1998.3780821917808,0.597,366.59,34.05,46.58
1998.3808219178081,0.595,366.58,34.05,46.58
1998.3835616438357,0.634,366.6,34.05,46.58
1998.386301369863,0.6,366.63,34.04,46.59
1998.3890410958904,0.636,366.54,34.04,46.59
1998.3917808219178,0.593,366.64,34.05,46.59
1998.3945205479451,0.565,366.52,34.04,46.59
1998.3972602739725,0.616,366.6,34.04,46.6
1998.4,0.615,366.6,34.04,46.6
1998.4027397260274,0.622,366.52,34.03,46.6
1998.4054794520548,0.618,366.62,34.06,46.61
1998.4082191780822,0.607,366.66,34.04,46.61
1998.4109589041095,0.632,366.68,34.11,46.61
1998.4136986301369,0.586,366.65,34.11,46.61
1998.4164383561645,0.653,366.63,34.11,46.62
1998.4191780821918,0.605,366.74,34.1,46.62
1998.4219178082192,0.629,366.72,34.09,46.62
1998.4246575342465,0.628,366.73,34.09,46.62
1998.427397260274,0.604,366.76,34.1,46.63
1998.4301369863015,0.582,366.68,34.1,46.63
1998.4328767123288,0.605,366.7,34.09,46.63
1998.4356164383562,0.616,366.65,34.1,46.64
1998.4383561643835,0.617,366.62,34.12,46.64
1998.441095890411,0.606,366.71,34.1,46.64
1998.4438356164383,0.638,366.72,34.1,46.64
1998.4465753424658,0.6,366.7,34.12,46.65
1998.4493150684932,0.615,366.66,34.1,46.65
1998.4520547945206,0.591,366.74,34.1,46.65
1998.454794520548,0.624,366.72,34.11,46.65
1998.4575342465753,0.635,366.8,34.11,46.66
1998.4602739726026,0.61,366.71,34.11,46.66
1998.4630136986302,0.616,366.69,34.09,46.66
1998.4657534246576,0.65,366.66,34.09,46.67
1998.468493150685,0.61,366.69,34.1,46.67
1998.4712328767123,0.613,366.77,34.1,46.67
1998.4739726027397,0.566,366.68,34.1,46.67
1998.4767123287672,0.594,366.59,34.09,46.68
1998.4794520547946,0.564,366.63,34.1,46.68
1998.482191780822,0.638,366.68,34.11,46.68
1998.4849315068493,0.613,366.68,34.09,46.68
1998.4876712328767,0.593,366.65,34.1,46.69
1998.490410958904,0.612,366.7,34.1,46.69
1998.4931506849316,0.636,366.84,34.14,46.69
1998.495890410959,0.64,366.83,34.14,46.7
1998.4986301369863,0.603,366.84,34.15,46.7
1998.5013698630137,0.616,366.8,34.15,46.7
1998.504109589041,0.579,366.81,34.16,46.7
1998.5068493150684,0.603,366.87,34.17,46.71
1998.509589041096,0.561,366.82,34.15,46.71
1998.5123287671233,0.601,366.79,34.15,46.71
1998.5150684931507,0.613,366.82,34.14,46.72
1998.517808219178,0.585,366.74,34.15,46.72
1998.5205479452054,0.621,366.85,34.16,46.72
1998.5232876712328,0.662,366.76,34.15,46.72
1998.5260273972603,0.59,366.79,34.12,46.73
1998.5287671232877,0.628,366.78,34.15,46.73
1998.531506849315,0.648,366.87,34.15,46.73
1998.5342465753424,0.593,366.77,34.15,46.73
1998.5369863013698,0.642,366.8,34.15,46.74
1998.5397260273974,0.617,366.81,34.15,46.74
1998.5424657534247,0.598,366.81,34.14,46.74
1998.545205479452,0.632,366.76,34.14,46.75
1998.5479452054794,0.596,366.67,34.15,46.75
1998.5506849315068,0.608,366.8,34.16,46.75
1998.5534246575342,0.594,366.89,34.13,46.75
1998.5561643835617,0.586,366.8,34.14,46.76
1998.558904109589,0.566,366.81,34.15,46.76
1998.5616438356165,0.623,366.84,34.15,46.76
1998.5643835616438,0.622,366.83,34.14,46.76
1998.5671232876712,0.618,366.79,34.15,46.77
1998.5698630136985,0.637,366.89,34.15,46.77
1998.572602739726,0.62,366.85,34.15,46.77
1998.5753424657535,0.591,366.85,34.21,46.78
1998.5780821917808,0.645,366.87,34.19,46.78
1998.5808219178082,0.626,366.97,34.2,46.78
1998.5835616438355,0.611,366.95,34.21,46.78
1998.5863013698631,0.585,366.83,34.2,46.79
1998.5890410958905,0.612,366.9,34.21,46.79
1998.5917808219178,0.627,366.87,34.18,46.79
1998.5945205479452,0.626,366.87,34.2,46.79
1998.5972602739726,0.622,366.9,34.18,46.8
1998.6,0.627,366.92,34.19,46.8
1998.6027397260275,0.584,366.9,34.2,46.8
1998.6054794520549,0.595,366.88,34.2,46.81
1998.6082191780822,0.577,366.91,34.22,46.81
1998.6109589041096,0.593,366.92,34.2,46.81
1998.613698630137,0.615,366.87,34.21,46.81
1998.6164383561643,0.657,366.87,34.21,46.82
1998.6191780821919,0.671,366.9,34.2,46.82
1998.6219178082192,0.614,366.9,34.18,46.82
1998.6246575342466,0.625,366.95,34.19,46.82
1998.627397260274,0.606,366.96,34.2,46.83
1998.6301369863013,0.581,366.93,34.2,46.83
1998.6328767123289,0.596,366.89,34.2,46.83
1998.6356164383562,0.619,366.83,34.21,46.84
1998.6383561643836,0.634,366.84,34.21,46.84
1998.641095890411,0.638,367.0,34.19,46.84
1998.6438356164383,0.6,366.91,34.19,46.84
1998.6465753424657,0.612,366.9,34.19,46.85
1998.6493150684933,0.628,366.91,34.2,46.85
1998.6520547945206,0.594,366.94,34.19,46.85
1998.654794520548,0.591,366.92,34.19,46.85
1998.6575342465753,0.6,366.98,34.24,46.86
1998.6602739726027,0.627,366.92,34.24,46.86
1998.66301369863,0.625,367.0,34.25,46.86
1998.6657534246576,0.604,367.0,34.25,46.87
1998.668493150685,0.593,366.98,34.23,46.87
1998.6712328767123,0.62,366.96,34.25,46.87
1998.6739726027397,0.619,366.97,34.25,46.87
1998.676712328767,0.608,366.99,34.25,46.88
1998.6794520547944,0.6,366.94,34.25,46.88
1998.682191780822,0.572,367.0,34.24,46.88
1998.6849315068494,0.595,367.09,34.26,46.88
1998.6876712328767,0.624,367.03,34.26,46.89
1998.690410958904,0.574,367.02,34.25,46.89
1998.6931506849314,0.604,366.89,34.26,46.89
1998.695890410959,0.586,367.01,34.25,46.9
1998.6986301369864,0.586,366.9,34.24,46.9
1998.7013698630137,0.581,367.01,34.25,46.9
1998.704109589041,0.615,367.04,34.25,46.9
1998.7068493150684,0.634,366.98,34.24,46.91
1998.7095890410958,0.626,366.99,34.25,46.91
1998.7123287671234,0.627,366.92,34.25,46.91
1998.7150684931507,0.618,367.01,34.26,46.92
1998.717808219178,0.681,366.99,34.26,46.92
1998.7205479452055,0.605,367.01,34.25,46.92
1998.7232876712328,0.591,366.94,34.26,46.92
1998.7260273972602,0.587,367.02,34.26,46.93
1998.7287671232878,0.61,366.94,34.25,46.93
1998.731506849315,0.601,366.99,34.27,46.93
1998.7342465753425,0.605,367.01,34.26,46.93
1998.7369863013698,0.637,367.02,34.24,46.94
1998.7397260273972,0.625,367.18,34.31,46.94
1998.7424657534248,0.632,367.04,34.3,46.94
1998.7452054794521,0.59,367.06,34.29,46.95
1998.7479452054795,0.612,367.06,34.3,46.95
1998.7506849315068,0.592,367.11,34.3,46.95
1998.7534246575342,0.607,367.05,34.3,46.95
1998.7561643835616,0.625,367.07,34.32,46.96
1998.7589041095891,0.562,367.14,34.3,46.96
1998.7616438356165,0.569,367.18,34.28,46.96
1998.7643835616439,0.601,367.09,34.3,46.96
1998.7671232876712,0.56,367.1,34.31,46.97
1998.7698630136986,0.614,367.14,34.3,46.97
1998.772602739726,0.607,367.16,34.31,46.97
1998.7753424657535,0.639,367.06,34.31,46.98
1998.7780821917809,0.602,367.01,34.29,46.98
1998.7808219178082,0.575,367.15,34.31,46.98
1998.7835616438356,0.619,367.07,34.31,46.98
1998.786301369863,0.628,367.07,34.3,46.99
1998.7890410958903,0.627,367.15,34.31,46.99
1998.7917808219179,0.618,367.03,34.32,46.99
1998.7945205479452,0.602,367.1,34.28,46.99
1998.7972602739726,0.651,367.08,34.31,47.0
1998.8,0.611,367.12,34.3,47.0
1998.8027397260273,0.65,367.14,34.28,47.0
1998.805479452055,0.64,367.1,34.29,47.01
1998.8082191780823,0.636,367.03,34.31,47.01
1998.8109589041096,0.604,367.07,34.29,47.01
1998.813698630137,0.592,367.11,34.3,47.01
1998.8164383561643,0.635,367.12,34.29,47.02
1998.8191780821917,0.578,367.02,34.3,47.02
1998.8219178082193,0.648,367.22,34.34,47.02
1998.8246575342466,0.634,367.24,34.33,47.02
1998.827397260274,0.619,367.26,34.35,47.03
1998.8301369863013,0.611,367.25,34.33,47.03
1998.8328767123287,0.63,367.2,34.33,47.03
1998.835616438356,0.588,367.34,34.36,47.04
1998.8383561643836,0.632,367.19,34.36,47.04
1998.841095890411,0.609,367.25,34.36,47.04
1998.8438356164384,0.592,367.2,34.35,47.04
1998.8465753424657,0.6,367.26,34.35,47.05
1998.849315068493,0.577,367.17,34.35,47.05
1998.8520547945207,0.582,367.24,34.36,47.05
1998.854794520548,0.618,367.15,34.35,47.05
1998.8575342465754,0.601,367.2,34.36,47.06
1998.8602739726027,0.593,367.12,34.35,47.06
1998.86301369863,0.594,367.22,34.35,47.06
1998.8657534246574,0.639,367.21,34.35,47.07
1998.868493150685,0.636,367.28,34.35,47.07
1998.8712328767124,0.599,367.32,34.34,47.07
1998.8739726027397,0.618,367.3,34.35,47.07
1998.876712328767,0.617,367.21,34.35,47.08
1998.8794520547945,0.583,367.18,34.33,47.08
